
  0.000000000000000e+00  1.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  1.111111111111111e-01  1.074074074074074e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.111111111111111e-01  1.571348402636772e-01  1.924500897298752e-01 -1.924500897298752e-01 -1.571348402636772e-01 -1.111111111111111e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  2.222222222222222e-01  1.296296296296296e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  2.222222222222222e-01  3.142696805273544e-01  3.849001794597505e-01 -3.849001794597505e-01 -3.142696805273544e-01 -2.222222222222222e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  3.333333333333333e-01  1.666666666666667e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  3.333333333333333e-01  4.714045207910317e-01  5.773502691896257e-01 -5.773502691896257e-01 -4.714045207910317e-01 -3.333333333333333e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  4.444444444444444e-01  2.185185185185185e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  4.444444444444444e-01  6.285393610547089e-01  7.698003589195009e-01 -7.698003589195009e-01 -6.285393610547089e-01 -4.444444444444444e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  5.555555555555556e-01  2.851851851851852e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  5.555555555555556e-01  7.856742013183863e-01  9.622504486493763e-01 -9.622504486493763e-01 -7.856742013183863e-01 -5.555555555555556e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  6.666666666666666e-01  3.666666666666667e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  6.666666666666666e-01  9.428090415820634e-01  1.154700538379251e+00 -1.154700538379251e+00 -9.428090415820634e-01 -6.666666666666666e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  7.777777777777778e-01  4.629629629629630e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  7.777777777777778e-01  1.099943881845741e+00  1.347150628109127e+00 -1.347150628109127e+00 -1.099943881845741e+00 -7.777777777777778e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  8.888888888888888e-01  5.740740740740740e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  8.888888888888888e-01  1.257078722109418e+00  1.539600717839002e+00 -1.539600717839002e+00 -1.257078722109418e+00 -8.888888888888888e-01 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
  1.000000000000000e+00  7.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  0.000000000000000e+00  1.000000000000000e+00  1.414213562373095e+00  1.732050807568877e+00 -1.732050807568877e+00 -1.414213562373095e+00 -1.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00 -0.000000000000000e+00
